podcast,episode,diarization,survey,agent,finished
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": """", ""SPEAKER_10"": """", ""SPEAKER_02"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_09"": """", ""SPEAKER_11"": """", ""SPEAKER_00"": """", ""SPEAKER_07"": """", ""SPEAKER_08"": """"}","{""political"": null}",5d88f2f8cefb52001a83f1b2,0
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": """", ""SPEAKER_10"": """", ""SPEAKER_02"": """", ""SPEAKER_05"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_09"": """", ""SPEAKER_11"": """", ""SPEAKER_00"": """", ""SPEAKER_07"": """", ""SPEAKER_08"": """"}","{""political"": null}",5fcc103fb2ab80a01f32f7ae,0
The New Abnormal,Florida’s House Republicans Are Even Worse Behind the Scenes,"{""SPEAKER_06"": ""unknown"", ""SPEAKER_10"": ""agnete"", ""SPEAKER_02"": ""Ana Eskamani"", ""SPEAKER_05"": ""unknown"", ""SPEAKER_04"": ""andy levy"", ""SPEAKER_03"": ""danielle moody"", ""SPEAKER_01"": ""jesse cannon"", ""SPEAKER_09"": ""unknown"", ""SPEAKER_11"": ""unknown"", ""SPEAKER_00"": ""unknown"", ""SPEAKER_07"": ""unknown"", ""SPEAKER_08"": ""unknown""}","{""political"": null, ""attention"": [463, 94, 438, 112], ""feedback"": ""somw people i dont know who speaker was as they were for the commercials....""}",5fb219d125498577f2aa3a6d,1
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """"}","{""political"": null}",5dee5b9435575a4eab1dfd73,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": ""Jim Jordan"", ""SPEAKER_02"": """"}","{""political"": null}",5f860adba36f4012cb5043c0,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": ""Ben Ferguson"", ""SPEAKER_03"": ""Jim Jordan"", ""SPEAKER_00"": ""No idea!"", ""SPEAKER_02"": ""Ted Cruz""}","{""political"": null}",614f70b55373b6760cb9d5c9,1
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": ""Jim Jordan"", ""SPEAKER_03"": ""Ted Cruz"", ""SPEAKER_00"": ""Mike Morrel"", ""SPEAKER_02"": ""Chairman Comer""}","{""political"": null}",63d6d8e21745f34be8ce7c35,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": ""Ted Cruz"", ""SPEAKER_03"": ""Ted Cruz"", ""SPEAKER_00"": ""Ted Cruz"", ""SPEAKER_02"": ""Jim Jordan""}","{""political"": null}",James,1
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """"}",,Kimberly,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """"}","{""political"": null}",60414ac54c28970d47c8768c,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """"}","{""political"": null}",5bb09ecf6322c50001584d36,0
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": ""jim jones"", ""SPEAKER_03"": ""mr m"", ""SPEAKER_00"": ""ted cruz"", ""SPEAKER_02"": ""joe biden""}","{""political"": null, ""feedback"": ""a AI should not be changing the actuall transcript of a conversation just because its not following the english language rules. nobody always speaks correctly""}",5dd78dc3238a9171fbd93f22,1
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": ""Ben Ferguson"", ""SPEAKER_03"": ""Ted Cruz"", ""SPEAKER_00"": ""Unknown"", ""SPEAKER_02"": ""Jim Jordan""}","{""political"": null}",614d45892b93a9ed2137e514,1
Verdict with Ted Cruz,Hunter Biden Bombshells plus Rep. Jim Jordan Joins Us for Deep Dive on Biden Crime Family Part 1,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_02"": """"}","{""political"": null}",Adam,0
Verdict with Ted Cruz,FBI Caught Red-Handed Retaliating Against Whistleblowers plus Radical U.S. Attorney Resigns in Disgrace,"{""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,FBI Caught Red-Handed Retaliating Against Whistleblowers plus Radical U.S. Attorney Resigns in Disgrace,"{""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,FBI Caught Red-Handed Retaliating Against Whistleblowers plus Radical U.S. Attorney Resigns in Disgrace,"{""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,FBI Caught Red-Handed Retaliating Against Whistleblowers plus Radical U.S. Attorney Resigns in Disgrace,"{""SPEAKER_00"": ""Foreign advertizer"", ""SPEAKER_06"": ""Ben Ferguson"", ""SPEAKER_04"": ""Ted Cruz"", ""SPEAKER_03"": ""Jim Jordan"", ""SPEAKER_01"": ""Fbi whistleblower Mr Boyle"", ""SPEAKER_05"": ""Republican senator"", ""SPEAKER_02"": ""Reporter""}","{""political"": null}",60a310d902b245367da52162,1
Verdict with Ted Cruz,FBI Caught Red-Handed Retaliating Against Whistleblowers plus Radical U.S. Attorney Resigns in Disgrace,"{""SPEAKER_00"": ""Advertising announcer"", ""SPEAKER_06"": ""Ben Ferguson"", ""SPEAKER_04"": ""Ted Cruz"", ""SPEAKER_03"": ""Jim Jordan"", ""SPEAKER_01"": ""Unknown - Witness - Mr. O'Boyle?"", ""SPEAKER_05"": ""Unknown - Witness - Mr. O'Boyle? and Jim Jordan asking the questions "", ""SPEAKER_02"": ""NBC News Woman""}","{""political"": null}",6440392496617f737f0e264f,1
Verdict with Ted Cruz,FBI Caught Red-Handed Retaliating Against Whistleblowers plus Radical U.S. Attorney Resigns in Disgrace,"{""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",Adam,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",610786681f59e722c0a8b371,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",5e916cb9e502b1498e8fc059,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": ""Unknown "", ""SPEAKER_02"": ""Unknown "", ""SPEAKER_01"": ""Jim Jordan"", ""SPEAKER_00"": ""Unknown ""}","{""political"": null}",62952201fa2b4996b7a66f3d,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",60feff658750da2ecff7128d,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",5f3ac1732efa0a74f975b1a8,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": ""Advertisement "", ""SPEAKER_02"": ""Ted cruz"", ""SPEAKER_01"": ""Jim Jordan"", ""SPEAKER_00"": ""Ben""}","{""political"": null}",6070e23a3e478af6a585c330,1
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}",,James,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}",,Kimberly,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": ""CRUZ""}","{""political"": null}",643bf6338ab6927af28b0b88,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",611a1b05104423c73d386b55,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": ""Jim Jordan"", ""SPEAKER_02"": ""Ted Cruz"", ""SPEAKER_01"": ""Ben Ferguson"", ""SPEAKER_00"": ""Advertisement announcer""}","{""political"": null}",6100ac178a474bfcc555379b,1
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",63d000d62878aa92b833c5fc,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",5cbb78d664170f00011d7c4f,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": """", ""SPEAKER_02"": """", ""SPEAKER_01"": """", ""SPEAKER_00"": """"}",,5ef246c6d2b9060809858e7e,0
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": ""FIKEN"", ""SPEAKER_02"": ""Ben Ferguson"", ""SPEAKER_01"": ""Ted Cruz"", ""SPEAKER_00"": ""Jim Jordan""}","{""political"": null}",6029b0e17f3b5d944ab183f1,1
Verdict with Ted Cruz,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,"{""SPEAKER_03"": ""ANNOUNCER FIKEN"", ""SPEAKER_02"": ""Ben Ferguson"", ""SPEAKER_01"": ""Ted Cruz"", ""SPEAKER_00"": """"}","{""political"": null}",gold,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_02"": """"}","{""political"": null}",62f4904296e62ae6c19127d4,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_02"": """"}",,605b711e0c079e688e345630,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": ""Ted Cruz"", ""SPEAKER_01"": ""Ted Cruz"", ""SPEAKER_03"": ""Brandon Judd"", ""SPEAKER_02"": ""Ted Cruz""}","{""political"": null, ""attention"": [393, 219, 523, 187], ""feedback"": ""WOW! This was intense!""}",63b0b5cfc9252404951ac395,1
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_02"": """"}","{""political"": null}",615ddab1e4f013092538b6c5,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_02"": """"}","{""political"": null}",6296290ec41bde1525dbb77e,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_02"": """"}","{""political"": null}",5cc8039e3ef93000171c96b8,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": ""Ted Cruz"", ""SPEAKER_01"": ""Brandon Judd"", ""SPEAKER_03"": ""unknown "", ""SPEAKER_02"": ""Ben""}","{""political"": null}",59a88f5b321f870001d16d68,0
Verdict with Ted Cruz,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,"{""SPEAKER_00"": ""Advertising Announcer"", ""SPEAKER_01"": ""Ben Ferguson"", ""SPEAKER_03"": ""Ted Cruz"", ""SPEAKER_02"": ""Brandon Judd""}","{""political"": null, ""attention"": [540, 554, 408], ""feedback"": ""I thought this was pretty simple once I got the hang of it. I would do this again if given the opportunity. Thanks!""}",55519750fdf99b7f2114cc3e,1
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",5dd8ec99670d1a871b3e80a0,0
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",5ee98d107b7e63000b9e42b9,0
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",62eed9e3e4c704bcef237b74,0
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": """", ""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_06"": """", ""SPEAKER_04"": """", ""SPEAKER_05"": """", ""SPEAKER_02"": """"}","{""political"": null}",646ac23a44fc0c275d02a0a0,0
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": ""Advertising announcer"", ""SPEAKER_03"": ""Ben Ferguson"", ""SPEAKER_00"": ""Nancy Pelosi"", ""SPEAKER_06"": ""Ted Cruz"", ""SPEAKER_04"": ""Hilary Clinton"", ""SPEAKER_05"": ""Interviewer"", ""SPEAKER_02"": ""Jake Tapper""}","{""political"": null}",6100ac178a474bfcc555379b,1
Verdict with Ted Cruz,Bombshell Durham Report Vindicates Trump!,"{""SPEAKER_01"": ""Ben Ferguson"", ""SPEAKER_03"": ""Ben Ferguson"", ""SPEAKER_00"": ""external advertising"", ""SPEAKER_06"": ""Ted Cruz"", ""SPEAKER_04"": ""Ted Cruz"", ""SPEAKER_05"": ""Ben Ferguson"", ""SPEAKER_02"": ""Nancy Peosi""}","{""political"": null}",56fb36ca34a0d3000b1a5701,0
Wolfgang Wee Uncut,"Sanna Sarromaa | Maskulin vs Feminin, Følelser, Skolen, Elevers Makt, Tonje Brenna, De Uvaksinerte","{""SPEAKER_02"": """", ""SPEAKER_00"": """", ""SPEAKER_03"": """", ""SPEAKER_01"": """"}","{""political"": null}",Adam,0
Wolfgang Wee Uncut,"Asle Toje | India Spesial | East India Company, Supermakt, Sexgaten GB Road, Vekst, Uro langs grensene til Kina og Pakistan","{""SPEAKER_00"": """", ""SPEAKER_01"": """"}","{""political"": null}",Adam,0
Wolfgang Wee Uncut,"Anders Nordstad | Norske Matsystemet, Høye matpriser, Dårlig Utvalg, EMV-produkter, Prosessert Mat, De Tre Store: Coop vs Norgesgruppen vs Rema, Norsk Selvforsyning","{""SPEAKER_03"": """", ""SPEAKER_00"": """", ""SPEAKER_01"": """", ""SPEAKER_02"": """"}","{""political"": null}",Adam,0
ZOE Science & Nutrition,"Why eating nuts makes you healthier, according to science","{""SPEAKER_01"": """", ""SPEAKER_00"": """"}",,63fcefec094f31b9a70bc2c0,0
ZOE Science & Nutrition,"Why eating nuts makes you healthier, according to science","{""SPEAKER_01"": """", ""SPEAKER_00"": """"}",,63fcefec094f31b9a70bc2c0,0
ZOE Science & Nutrition,"Why eating nuts makes you healthier, according to science","{""SPEAKER_01"": """", ""SPEAKER_00"": """"}",,63fcefec094f31b9a70bc2c0,0
ZOE Science & Nutrition,"Why eating nuts makes you healthier, according to science","{""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
ZOE Science & Nutrition,"Why eating nuts makes you healthier, according to science","{""SPEAKER_01"": ""Jonathan Wolfe"", ""SPEAKER_00"": ""Dr. Sarah Berry""}","{""political"": null, ""attention"": [144, 8], ""feedback"": ""1. Statement 95, I wasn't sure whether he said Stroh or meant strokes. (As I'm unfamiliar with medical terminology.) 2. Also, where there is an attention check, I deleted what was in the text box and typed in what I heard i.e. \""This is an attention check.\"" I left the speaker IDs as they are.""}",5cba90cdc73d690019202268,1
ZOE Science & Nutrition,"Why eating nuts makes you healthier, according to science","{""SPEAKER_01"": ""Sarah Berry"", ""SPEAKER_00"": ""Jonathon Wolfe""}","{""political"": null, ""attention"": [5, 134], ""feedback"": ""I had to go over this podcast TWICE as the approve original shortcut of 'A' didn't always work. Very frustrating!""}",5fdc7dcf2f3c001d9dd1fff5,1
ZOE Science & Nutrition,"Why eating nuts makes you healthier, according to science","{""SPEAKER_01"": ""Jonathan Wolfe"", ""SPEAKER_00"": ""Sarah Berry""}","{""political"": null}",63eae4994d8e22b28bccb864,1
ZOE Science & Nutrition,The surprising health impact of eating too fast,"{""SPEAKER_00"": """", ""SPEAKER_01"": """"}",,63fcefec094f31b9a70bc2c0,0
ZOE Science & Nutrition,The surprising health impact of eating too fast,"{""SPEAKER_00"": ""Jonathan Wolfe"", ""SPEAKER_01"": ""Dr. Sarah Berry""}","{""political"": null}",60db30cbbbee552378774e50,1
ZOE Science & Nutrition,The surprising health impact of eating too fast,"{""SPEAKER_00"": ""Jonathan Wolf"", ""SPEAKER_01"": ""Dr. Sarah Berry""}","{""political"": null, ""attention"": [156, 1], ""feedback"": ""I marked the \""This is an attention check\"" statements as unsure as none of the instructions told me what to do for these. There were a total of 2 of these statements, one at the start and one near the end. The rest of the annotation went well and I would be happy to do these again. Thanks""}",5f91109727479322caa512ad,1
ZOE Science & Nutrition,Omega-3 supplements: why you're (probably) wasting your money,"{""SPEAKER_01"": """", ""SPEAKER_00"": """"}",,63fcefec094f31b9a70bc2c0,0
ZOE Science & Nutrition,Omega-3 supplements: why you're (probably) wasting your money,"{""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",63fcefec094f31b9a70bc2c0,0
ZOE Science & Nutrition,Omega-3 supplements: why you're (probably) wasting your money,"{""SPEAKER_01"": ""Jonathan Wolfe"", ""SPEAKER_00"": ""Dr. Sarah Berry""}","{""political"": null, ""attention"": [61, 82], ""feedback"": ""There were two attention checks. I did not know what to put for them. For the first one, I just put \""This is an attention check\"" and for the second one at the end, I just left the statement as is.""}",611621e6401786a6afb64a21,1
ZOE Science & Nutrition,Omega-3 supplements: why you're (probably) wasting your money,"{""SPEAKER_01"": """", ""SPEAKER_00"": """"}","{""political"": null}",5aca8df5436f550001000d03,0
ZOE Science & Nutrition,Omega-3 supplements: why you're (probably) wasting your money,"{""SPEAKER_01"": ""Sarah Berry"", ""SPEAKER_00"": ""Jonathan Wolfe""}","{""political"": null, ""attention"": [76, 54], ""feedback"": ""Only 'unsure' edit was because I wasn't familiar with the terms they used. Very impressive if the rest was all AI generated though, only noticed one small mistake when he thanked Sarah and it got 'sorry' instead. I would say that it wasn't clear if I was meant to overwrite the original with the 'attention check' questions too.. I did, but it does break the transcript for you :/ ""}",63d042d6aa93be30278f9648,1
