text,utt_id,seg_name,ep_name,pod_name,lang,cat,judgement,edit,agent
Replace that with strength and vitality.,2221570,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Go online to ChalkCHOQ.com and use the promo code Ben for 35 percent off any Chalk subscription for life.,2221571,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
I've been taking the male vitality stack now for several months.,2221572,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
It works.,2221573,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
I love it.,2221574,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
You should try it.,2221575,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Go to ChalkCHOQ.com.,2221576,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Promo code Ben for 35 percent off.,2221577,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Check out that male vitality stack.,2221578,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Get rid of that weakness and complacency and get your strength and vitality back.,2221579,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
ChOQ.com.,2221580,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Brandon, just talk about the carnage that this is, that the drugs and the cartels are creating, that the American people are having to deal with, that the media refuses to talk about.",2221581,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And that's outside the illegal immigration issue.,2221582,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
So it all starts with illegal immigration.,2221583,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
That's where all of their profits start.,2221584,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"What they do is they use – it's so monstrous, their business model, the way they operate.",2221585,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
They use illegal aliens as pawns.,2221586,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And when they do that, they open up their opportunities to smuggle in drugs, to smuggle in people from special interest countries.",2221587,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"It's all about – And, Brandon, what's a special interest country?",2221588,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
That's a country that wants to do us harm.,2221589,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Something like Iraq, Iran, Syria, Yemen, all of those countries.",2221590,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Countries with terrorists that might try to blow us up.,2221591,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Absolutely.,2221592,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And so what these cartels do is they use these illegal immigrants as pawns to open up their traffic lanes.,2221593,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"When they cross a bunch of illegal aliens, they know that it pulls our resources to that area, opening up gaps in our coverage.",2221594,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And that's when they cross their fentanyl.,2221595,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And that fentanyl is coming in.,2221596,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"So they're using illegal aliens and they're making billions of dollars, not in a year, in a month.",2221597,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
They're making billions of dollars off of illegal immigrants.,2221598,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And then you add on top of that the astronomical amount of money that they're making off of the drug trade.,2221599,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And it's all based upon the policies of this administration.,2221600,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
This administration is enriching these cartels through their policies.,2221601,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And it could stop tomorrow.,2221602,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And that's what is so frustrating to every single one of us.,2221603,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Well, and Brandon is exactly right.",2221604,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And let me say two things in closing.,2221605,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Number one, let me give you specificity, Ben, on the numbers you asked for.",2221606,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And my source may be surprising.,2221607,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"It's the New York Times, hardly a right-wing source.",2221608,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"According to the New York Times, the Mexican drug cartels in 2018 made roughly $500 million from human trafficking.",2221609,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
A lot of money.,2221610,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
$500 million is a bunch of money.,2221611,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Last year, those same cartels made over $13 billion just from human trafficking.",2221612,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Their profits have increased 2,600 percent.",2221613,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"I've said this before, but it's not hyperbole.",2221614,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
The single best thing that ever happened to the drug cartels was Joe Biden becoming president.,2221615,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Because he took these murderous, torturing, sociopathic gangsters, and he made them deca-billionaires.",2221616,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And they have now created a global empire, including with illegal immigrants working for them and committing crimes in every community and every city in America.",2221617,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Let me make a second point.,2221618,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"When we were down here, there were a bunch of reporters here, and a bunch of the reporters are little left-wing twits.",2221619,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"So reporters would ask things like, is compassion important?",2221620,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Isn't it important that we be compassionate?,2221621,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And I'll tell you a conversation I had with a couple of reporters that I have to admit, it made them actually sort of pause and shake their head.",2221622,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"I said, listen, we all remember the immigration debates that played out for years.",2221623,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And five, six years ago, when you were talking about immigration, all the Democrats would get on their high horse and they'd say, we're compassionate, we're humane.",2221624,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Not like you mean, nasty Republicans who want to secure the border.",2221625,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
We're the ones who are compassionate.,2221626,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And when I put it out to reporters that I said, you know what?",2221627,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
The Democrats know they're full of crap now.,2221628,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And you know how that you know that?,2221629,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Because none of them are here.,2221630,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Joe Biden isn't here.,2221631,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Kamala Harris isn't here.,2221632,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Elizabeth Warren isn't here.,2221633,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Bernie Sanders isn't here.,2221634,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
AOC isn't here.,2221635,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And it's because you cannot look at the body bags, at the women horribly assaulted, at the children brutalized.",2221636,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
You cannot look at the horrific suffering they're causing and claim it is somehow humane.,2221637,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"When I was standing down by the Rio Grande, we saw lots of kids shoes, flip flops.",2221638,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"I saw a little pair of flip flops, pink flip flops.",2221639,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"They must have been for a girl, maybe five or six years old.",2221640,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And, you know, I pointed out, I said, listen, there is nothing remotely humane or compassionate about putting a five or six year old girl in the custody of human traffickers who daily brutalized little kids.",2221641,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And the Democrats now, their only strategy is hide this.",2221642,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
They don't want the media to cover it because they cannot defend what is happening.,2221643,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"That's how bad it is, because the horror is undeniable.",2221644,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Joe Biden is the criminal cartel's best friend.,2221645,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Yes.,2221646,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"I think that's a great way to end this, because it's so important that people understand how bad it is.",2221647,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And also that this, like you said, Joe Biden is the cartel's best friend and has made them more money than they could have ever imagined.",2221648,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Brandon, good luck to you and your guys on the border.",2221649,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"I know you have to be demoralized by this, but we appreciate all of your work that you and your team are doing down there.",2221650,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
They're patriots.,2221651,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
They're men and women that risk their lives and do this each and every day.,2221652,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
So I want to make sure you know that we are all behind you.,2221653,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And thank you for spending some time with us.,2221654,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Don't forget to share this podcast with your family and friends so other people hear these stories.,2221655,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And you know what's really going on at the border.,2221656,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Write us a five star review.,2221657,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"As you know, we publish Monday, Wednesdays and Fridays.",2221658,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
So hit that subscribe or auto download button so you don't miss an episode.,2221659,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And we will see you back here on Wednesday morning.,2221660,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Therefore, we have created a calculation program that scores best on user-friendliness.",2221661,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
It shows a study made by opinion among small businesses.,2221662,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Do like over 70,000 others, take the calculation yourself with FIKEN.",2221663,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Try for free on FIKEN.no.,2221664,Pv3 TR/DI/AD,Border Chaos: LIVE from the Border...14 Minutes after Title 42 Expires-with Border Patrol Union President Brandon Judd,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Have you got a small company or a small business?,2221665,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Business assignment, MWA, annual report, report?",2221666,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
You may be unsure of what to deliver when and how.,2221667,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
The FIKA accounting program gives you complete control.,2221668,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And if you forget something, we'll give you a reminder.",2221669,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
You also make the delivery yourself fast and easy in the program.,2221670,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Do like over 70,000 others, take the accounting yourself with FIKA.",2221671,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Try for free on FIKA.no.,2221672,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Welcome.,2221673,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
It is Verdict with Senator Ted Cruz.,2221674,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Ben Ferguson with you as well.,2221675,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Senator, the Durham report is out.",2221676,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And it's very clear that it vindicates Donald Trump.,2221677,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"I can't believe I'm saying this, but even CNN said it vindicates Donald Trump.",2221678,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
It was very clear a witch hunt from the deep state to go after the President of the United States of America.,2221679,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"And to try to destroy him, his family, his entire life.",2221680,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
And to remind people of how much they wanted to destroy Donald Trump.,2221681,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
Let's remind people of what Nancy Pelosi said when all this started many years ago.,2221682,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"This week we saw cold, hard evidence of the Trump campaign, indeed the Trump family, eagerly intending to collude possibly with Russia, a hostile foreign power to influence American elections.",2221683,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"In a month, again, as we celebrate the courage of our founders, Republicans in Congress have become enablers of the Trump-Russia assault on our democracy.",2221684,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"After these latest revelations, it's becoming clear we have suffered a desecration of our democracy not seen since Watergate.",2221685,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Speaker Ryan must allow a vote on an outside, independent commission to get to the bottom of the Trump campaign's role in Russia's assault on our democracy and prevent Putin from ever doing it again, immediately.",2221686,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Outside, independent commission.",2221687,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"It's not just about what happened in the past, it's to prevent it from happening again.",2221688,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
"Senator, she knew she was lying, and she was calling for a full-on investigation of Donald Trump, and she got it.",2221689,Pv3 TR/DI/AD,Bombshell Durham Report Vindicates Trump!,Verdict with Ted Cruz,en,politics,,,ClaimBuster-BBA
